grid_id,1st_bus_stop,1st_stop_id,1st_dist_m,2nd_bus_stop,2nd_stop_id,2nd_dist_m,3rd_bus_stop,3rd_stop_id,3rd_dist_m,tmap_success,walk_time_min,walk_dist_m
마마2872, 도동삼거리앞,570092.0,452.5, 성남여중고앞,570093.0,487.8, 도동삼거리,571474.0,563.9,Y,7.5,578
마마2972, 남부동주민센터,571472.0,173.3, 도남입구,571484.0,197.4, 남부동주민센터 건너,571285.0,219.4,Y,3.1,218
마마2873, 성남여중고건너,570091.0,440.6, 주남네거리(sk주유소건너),570094.0,676.1, 한전영천지사앞,570089.0,676.1,Y,17.8,1378
마마3271, 유하동(유상방면),571343.0,403.9, 유하동(영천방면),571355.0,403.9, 조암마을,571357.0,945.1,N_PathError,,
마마3371, 유하동(유상방면),571343.0,621.6, 유하동(영천방면),571355.0,621.6, 송포리,571359.0,633.0,N_PathError,,
마마3272, 조암마을,571357.0,236.8, 송포교(영천방면),571674.0,512.1, 송포교(송포방면),571673.0,512.1,N_PathError,,
마마3172, 남부초등학교,571467.0,99.7, 남부초등학교건너,571341.0,135.0, 범어동마을회관건너,571338.0,406.8,Y,1.8,134
마마3372, 송포2리입구(송포방면),571675.0,330.8, 송포2리입구(영천방면),571676.0,330.8, 송포리,571359.0,411.5,N_PathError,,
마마3273, 범어동,571339.0,260.5, 송포교(영천방면),571674.0,825.4, 송포교(송포방면),571673.0,825.4,N_PathError,,
마마3173, 범어동마을회관앞,571340.0,634.9, 범어동마을회관건너,571338.0,661.2, 작산동(도동방면),571468.0,910.3,Y,9.3,724
마마2571, 냉천1리마을회관 건너,710687.0,485.3, 냉천리(영천방면),570119.0,660.1, 신월갈림길(금호방면),571271.0,703.0,N_PathError,,
마마2671, 신월리입구(금호방면),571278.0,109.6, 신월리입구(신월방면),571276.0,109.6, 신월리입구,571275.0,140.1,N_PathError,,
마마2772, 봉죽1리,571570.0,477.9, 원제리(신월리입구),570122.0,898.9, 봉죽2리,571569.0,963.3,N_PathError,,
마마2572, KC피드,570120.0,340.2, 석섬리(상암방면),571222.0,505.5, 원제리,570105.0,590.9,N_PathError,,
마마2672, 윤성아파트앞,570106.0,270.6, 윤성아파트건너,570121.0,326.7, 원제리(신월리입구),570122.0,356.1,N_PathError,,
마마2573, 석섬경로당,571221.0,25.1, 원제리,570105.0,422.4, 대미제(영천방면),571219.0,587.7,N_PathError,,
마마2773, 영천경찰서,570104.0,641.9, 영천경찰서건너,570124.0,665.1, 효사랑요양병원,570123.0,738.7,Y,31.0,2386
마마2673, 효사랑요양병원,570123.0,306.8, 영천경찰서건너,570124.0,361.0, 영천경찰서,570104.0,448.6,N_PathError,,
마마2774, 영대병원,570125.0,124.8, 오수동e마트,570103.0,202.4, 오수동.쌍계마을입구(영천방면),570126.0,233.6,Y,3.8,232
마마2574, 대미2리(영천방면),571209.0,412.5, 대미입구(영천방면),571215.0,884.8, 대미입구(대동방면),571213.0,927.6,N_PathError,,
마마2973, 쇠느리건너,571482.0,483.9, 쇠느리,571481.0,519.6, 한전영천지사앞,570089.0,613.0,Y,10.9,844
마마3073, 쇠느리,571481.0,542.1, 쇠느리건너,571482.0,583.3, 봉정사 앞,571579.0,866.7,Y,13.4,1033
마마3074, 봉정사 앞,571579.0,198.7, 봉정사 건너,571580.0,214.9, 완산2동경로당,571717.0,550.6,Y,3.4,259
마마2874, 영천터미널,710682.0,275.4, 영천버스터미널건너,570078.0,309.7, 영천버스터미널앞,570001.0,323.8,Y,10.3,815
마마2974, 영천상공회의소,570130.0,239.7, 영천상공회의소건너,570131.0,241.8, 영천전화국앞,570004.0,305.6,Y,4.5,351
마마3075, 미소지움2차,571715.0,94.1, 미소지움2차,571716.0,130.2, 미소지움1차,571713.0,309.8,Y,2.1,157
마마2875, 영천시민운동장주차장,570081.0,169.1, 평생학습관,570037.0,379.0, 성내동,570083.0,400.8,Y,6.0,454
마마2975, 시청오거리(경북신경외과건너),570086.0,265.8, 영동교(시청방향),570008.0,284.6, 영천보건소,570041.0,306.2,Y,6.9,493
마마2876, 한의마을,570592.0,300.4, 한의마을 건너,570537.0,398.9, 야구장삼거리,571705.0,408.6,Y,5.7,431
마마2976, 무궁화아파트앞,570030.0,334.0, 영천시립도서관앞,570048.0,366.5, 시청뒷편,570053.0,371.3,Y,10.3,794
마마3564, 용계리.새불(영천방면),571389.0,304.3, 용계리.새불(용계방면),571376.0,337.4, 당1리(영천방면),571661.0,691.8,N_PathError,,
마마3565, 들말(상리방면),571392.0,319.4, 용계입구(영천방면),571395.0,329.0, 용계입구(용계방면),571391.0,329.0,N_PathError,,
마마3465, 명주마을(명주교회앞),571388.0,627.9, 명주마을(명주교회건너),571377.0,634.0, 명주마을(용계입구),571393.0,638.2,N_PathError,,
마마3566, 신대리(영천방면),571396.0,405.0, 신대리(상리방면),571373.0,405.0, 신리공업단지입구,571372.0,544.0,N_PathError,,
마마3567, 옥천리(영천방면),571417.0,139.9, 옥천리(북안방면),571369.0,139.9, 신리공업단지입구,571372.0,1101.2,N_PathError,,
마마3568, 고지1리.마야요양원(북안방면),571367.0,924.0, 고지삼거리(북안방면),571366.0,932.0, 고지삼거리(영천방면),571436.0,935.9,N_PathError,,
마마3469, 유상2리마을회관,571349.0,1321.2, 유상2리입구(영천방면),571350.0,1375.8, 유상2리입구(유상방면),571348.0,1390.9,N_PathError,,
마마3668, 고지1리(영천방면),571418.0,42.9, 고지1리(북안방면),571368.0,92.6, 고지1리.마야요양원(북안방면),571367.0,195.9,N_PathError,,
마마3768, 만불사건너,571422.0,428.9, 만불사입구,571433.0,447.5, 고지2리(북안방면),571434.0,509.9,Y,13.0,1008
마마3868, 만불사입구,571433.0,412.2, 만불사건너,571422.0,417.3, 고지2리(북안방면),571434.0,931.7,Y,28.2,2081
마마3669, 고지주유소건너,571437.0,264.9, 북안면사무소건너,571438.0,264.9, 고지주유소,571365.0,294.7,N_PathError,,
마마3769, 고지2리(북안방면),571434.0,621.1, 만불사입구,571433.0,680.7, 만불사건너,571422.0,708.9,N_PathError,,
마마3869, 고지1리.마야요양원(영천방면),571419.0,411.3, 고지2리(서면방면),571421.0,420.3, 구인사(북안방면),571651.0,882.4,N_PathError,,
마마3670, 임포정류장 앞,571439.0,511.6, 임포정류장 건너,571363.0,511.6, 행복마을빌라,571362.0,565.9,N_PathError,,
마마3770, 돌할배입구(신촌방면),571452.0,452.8, 돌할배입구(북안방면),571531.0,465.4, 자포리.남포(영천방면),571453.0,602.8,N_PathError,,
마마3870, 구인사(북안방면),571651.0,199.6, 구인사(신촌방면),571650.0,321.2, 절골입구(북안방면),571655.0,549.4,N_PathError,,
마마3671, 내포1반(영천방면),571455.0,66.9, 내포1반(자포방면),571446.0,98.2, 내포리.원당(원당방면),571456.0,307.8,N_PathError,,
마마3969, 절골입구(북안방면),571655.0,615.5, 절골입구(신촌방면),571654.0,616.8, 대성곡입구(북안방면),571653.0,748.3,N_PathError,,
마마4070, 신촌,571530.0,764.9, 대성곡입구(북안방면),571653.0,810.8, 대성곡입구(신촌방면),571652.0,810.8,N_PathError,,
마마3970, 신촌,571530.0,60.4, 대성곡입구(북안방면),571653.0,77.9, 대성곡입구(신촌방면),571652.0,77.9,N_PathError,,
마마3569, 북안면사무소건너,571438.0,737.9, 고지주유소건너,571437.0,737.9, 고지주유소,571365.0,747.6,N_PathError,,
마마3470, 자포입구(영천방면),571461.0,1100.4, 반정1리(임포방면),571464.0,1114.6, 파라다이스모텔,571361.0,1194.8,N_PathError,,
마마3570, 파라다이스모텔,571361.0,230.6, 파라다이스모텔건너,571441.0,238.0, 행복마을빌라,571362.0,445.1,N_PathError,,
마마3571, 반정3리(경반마을건너),571443.0,83.7, 자포입구(영천방면),571461.0,318.7, 보성사입구건너,571444.0,337.7,N_PathError,,
마마3471, 반정1리(임포방면),571464.0,130.2, 반정1리입구마을,571541.0,545.7, 자포입구(영천방면),571461.0,766.3,N_PathError,,
마마3472, 반정1리입구마을,571541.0,643.8, 송포1리입구(반정방면),571677.0,649.7, 송포2리입구(송포방면),571675.0,739.5,N_PathError,,
마마3574, 거곡로.대성양달(영천방면),570214.0,450.8, 거곡로.대성양달(오류방면),570189.0,450.8, 대성리경로당앞,570188.0,485.9,N_PathError,,
마마4172, 삼귀.용내기,570277.0,941.1, 용내기다리(영천방면),571646.0,1228.9, 용내기다리(삼귀방면),571647.0,1328.3,N_PathError,,
마마3972, 돌할매.관리,571449.0,388.5, 돌할매입구(영천방면),571659.0,397.8, 돌할매입구(돌할매방면),571658.0,405.1,N_PathError,,
마마4173, 삼귀.용내기,570277.0,504.5, 용내기다리(영천방면),571646.0,629.6, 용내기다리(삼귀방면),571647.0,740.2,N_PathError,,
마마4073, 삼귀.용내기,570277.0,617.1, 용내기다리(영천방면),571646.0,1008.5, 용내기다리(삼귀방면),571647.0,1014.4,N_PathError,,
마마3771, 자포리.중포(영천방면),571450.0,27.2, 자포리.중포(돌할매방면),571448.0,142.1, 산왕각(돌할매방면),571656.0,237.7,N_PathError,,
마마3871, 산왕각(돌할매방면),571656.0,823.4, 산왕각(영천방면),571657.0,830.8, 자포리.중포(돌할매방면),571448.0,860.5,N_PathError,,
마마3872, 돌할매입구(돌할매방면),571658.0,596.4, 돌할매입구(영천방면),571659.0,606.3, 돌할매.관리,571449.0,613.1,N_PathError,,
마마3672, 원당,571457.0,170.6, 내포리(영천방면),571458.0,992.5, 보성사입구,571459.0,1003.4,N_PathError,,
마마3873, 오류종점,570195.0,813.5, 오류리(영천방면),570196.0,1013.3, 오류리(오류방면),570194.0,1013.3,N_PathError,,
마마3774, 태산골.오류리마을회관건너,570192.0,279.5, 태산골.오류리마을회관앞,570198.0,304.7, 오류리.감상골(영천방면),570212.0,427.4,N_PathError,,
마마3874, 오류종점,570195.0,274.3, 오류리(영천방면),570196.0,302.1, 오류리(오류방면),570194.0,302.1,N_PathError,,
마마3674, 오류리.구태골(오류방면),570190.0,586.0, 오류리.구태골(영천방면),570213.0,609.7, 오류리.감상골(오류방면),570191.0,856.8,N_PathError,,
마마3775, 오류리.감상골(영천방면),570212.0,616.4, 오류리.감상골(오류방면),570191.0,624.4, 태산골.오류리마을회관앞,570198.0,705.5,N_PathError,,
마마3675, 오류리.구태골(오류방면),570190.0,663.6, 오류리.구태골(영천방면),570213.0,674.1, 오류리.감상골(오류방면),570191.0,932.3,N_PathError,,
마마3676, 엔텍 앞,571643.0,772.3, 엔텍 건너,571644.0,810.6, 고도2리(영천방면),571680.0,975.2,N_PathError,,
마마3776, 고도2리(영천방면),571680.0,140.4, 고도2리(고도방면),570210.0,161.1, 고도종점(영천방면),570199.0,229.5,N_PathError,,
마마3777, 용전2리경로당앞,570254.0,184.2, 용전2리경로당건너,570250.0,210.9, 삼사낚시터앞,570255.0,248.3,N_PathError,,
마마3877, 용전2리.용강마을(용전방면),570253.0,360.4, 용전2리.용강마을(부리방면),570251.0,367.2, 용전2리경로당건너,570250.0,789.1,N_PathError,,
마마3677, 용전1리경로당앞,570257.0,465.2, 용전1리경로당건너,570247.0,466.0, 엔텍 건너,571644.0,559.7,N_PathError,,
마마4174, 용내기다리(삼귀방면),571647.0,401.8, 용내기다리(영천방면),571646.0,442.4, 삼귀.용내기,570277.0,866.0,N_PathError,,
마마3975, 부리마을,570252.0,816.4, 오류종점,570195.0,1458.8, 삼귀.용내기입구(영천방면),570279.0,1629.0,N_PathError,,
마마4175, 삼귀.용내기(영천방면),570278.0,267.1, 삼귀.용내기(삼귀방면),570276.0,303.0, 삼귀.용내기입구(영천방면),570279.0,450.0,N_PathError,,
마마4176, 삼귀.용내기입구(삼귀방면),570275.0,687.9, 초일마을,571515.0,755.6, 삼귀.용내기입구(영천방면),570279.0,862.4,N_PathError,,
마마4076, 삼귀.용내기입구(삼귀방면),570275.0,843.7, 차당리마을회관앞,570280.0,952.4, 차당리마을회관건너,570274.0,981.7,N_PathError,,
마마3976, 부리마을,570252.0,312.8, 용전2리.용강마을(부리방면),570251.0,1585.8, 용전2리.용강마을(용전방면),570253.0,1589.5,N_PathError,,
마마4077, 차당리마을회관건너,570274.0,425.9, 차당실(영천방면),570281.0,441.7, 차당리마을회관앞,570280.0,455.9,N_PathError,,
마마3977, 전사과수원창고(삼귀방면),570272.0,1198.9, 부리마을,570252.0,1236.6, 전사사격장(영천방면),571648.0,1245.1,N_PathError,,
마마4078, 전사과수원창고(삼귀방면),570272.0,216.9, 전사사격장(영천방면),571648.0,434.0, 전사사격장(삼귀방면),571649.0,464.3,N_PathError,,
마마4277, 초일지,710690.0,440.6, 초일지,710688.0,440.6, 초일염소농장(고경방면),571516.0,544.3,N_PathError,,
마마4377, 고경면덕암리(영천방면),570156.0,414.4, 고경면덕암리(안강방면),570153.0,593.1, 청정1리(포항방면),570155.0,675.6,N_PathError,,
마마4177, 초일염소농장(초일방면),571514.0,425.8, 초일염소농장(고경방면),571516.0,519.0, 차당리마을회관앞,570280.0,589.1,N_PathError,,
마마4278, 석계리(안강방면),570152.0,557.3, 석계리(영천방면),570157.0,557.3, 초일입구마을(초일방면),571513.0,577.0,N_PathError,,
마마4378, 고경면덕암리(안강방면),570153.0,420.2, 삼산리입구,570284.0,530.4, 삼산리입구건너,570306.0,570.6,N_PathError,,
마마4279, 가수1리,570159.0,178.7, 가수2리,570158.0,248.9, 가수리,570151.0,249.8,N_PathError,,
마마4179, 고경초중교,570149.0,148.5, 고경초중교건너,570161.0,238.7, 상덕과수원(고경방면),571518.0,315.6,N_PathError,,
마마4379, 생계.석계리경로당건너,570285.0,230.4, 상계.석계리경로당,570305.0,273.0, 고경박물관(구.석계초등학교),570304.0,546.7,N_PathError,,
마마4180, 고경초중교,570149.0,860.8, 고경초중교건너,570161.0,875.3, 초일길입구건너,570160.0,957.7,N_PathError,,
마마4471, 덕정리(호국원방면),570388.0,243.3, 덕정리(황수탕방면),570386.0,256.0, 덕정미나리농원(황수탕방면),570385.0,387.8,Y,1.0,80
마마4472, 덕정미나리농원(황수탕방면),570385.0,415.0, 덕정사주카페(호국원방면),570391.0,486.1, 덕정사주카페(황수탕방면),570383.0,555.5,Y,4.7,365
마마4372, 칠전저수지,570378.0,653.7, 칠전(칠전방면),570377.0,776.5, 칠전마을회관(호국원방면),570380.0,976.3,N_PathError,,
마마4273, 칠전저수지,570378.0,583.7, 칠전(칠전방면),570377.0,1251.5, 칠전마을회관(호국원방면),570380.0,1284.4,N_PathError,,
마마4773, 논실교회(영천방면),571522.0,1040.3, 논실교회(논실방면),571520.0,1043.1, 논실종점,571521.0,1061.4,N_PathError,,
마마4373, 칠전(칠전방면),570377.0,251.5, 칠전마을회관(호국원방면),570380.0,336.4, 칠전마을회관(칠전방면),570376.0,392.3,N_PathError,,
마마4473, 덕정리1(호국원방면),570389.0,356.5, 칠전리2반(호국원방면),570379.0,474.3, 칠전입구(칠전방면),570375.0,482.9,N_PathError,,
마마4474, 파계리(황수탕방면),570374.0,494.2, 파계리(호국원방면),570394.0,523.4, 칠전입구(호국원방면),570393.0,599.7,N_PathError,,
마마4475, 파계리마을회관건너,570395.0,861.9, 파계리마을회관앞,570373.0,890.6, 파계저수지,570396.0,945.4,N_PathError,,
마마4276, 초일마을,571515.0,707.6, 초일염소농장(고경방면),571516.0,966.9, 초일염소농장(초일방면),571514.0,1049.5,N_PathError,,
마마4574, 파계리(황수탕방면),570374.0,527.7, 파계리(호국원방면),570394.0,532.0, 파계리마을회관건너,570395.0,553.6,N_PathError,,
마마4575, 파계저수지건너,570372.0,458.8, 파계저수지,570396.0,501.0, 파계리마을회관앞,570373.0,515.1,N_PathError,,
마마4576, 파계저수지,570396.0,511.4, 파계저수지건너,570372.0,542.6, 국립영천호국원,570371.0,596.1,N_PathError,,
마마4577, 국립영천호국원,570371.0,574.4, 호국원삼거리(고경방면),570397.0,617.0, 호국원삼거리(호국원방면),570370.0,630.5,N_PathError,,
마마4477, 청정2리(고경방면),570398.0,154.2, 청정2리(호국원방면),570369.0,239.8, 청정1리(포항방면),570155.0,469.1,N_PathError,,
마마4578, 청정1리(안강방면),570154.0,513.5, 청정2리(고경방면),570398.0,1154.7, 청정2리(호국원방면),570369.0,1202.5,N_PathError,,
마마4478, 청정1리(안강방면),570154.0,566.4, 청정1리(포항방면),570155.0,821.6, 삼산리,571524.0,822.2,N_PathError,,
마마4479, 고경박물관(구.석계초등학교)건너,570286.0,628.9, 고경박물관(구.석계초등학교),570304.0,656.2, 청정1리(안강방면),570154.0,769.7,N_PathError,,
마마4480, 삼포리.월성(영천방면),570303.0,225.3, 삼포보건진료소건너,570302.0,414.9, 삼포보건진료소,570288.0,446.4,N_PathError,,
마마4481, 삼포리.삼계(영천방면),570301.0,515.0, 삼포리.삼계(오룡방면),570289.0,522.2, 삼포리.월성(오룡방면),570287.0,540.3,N_PathError,,
마마4780, 오룡2리마을회관앞,570296.0,663.2, 오룡2리마을회관건너,570294.0,665.3, 오룡2리(누에치는마을),570295.0,805.4,Y,1.4,113
마마4781, 오룡2리(누에치는마을),570295.0,131.1, 오룡2리마을회관앞,570296.0,748.3, 오룡2리마을회관건너,570294.0,761.8,N_PathError,,
마마4581, 삼포리.삼계(오룡방면),570289.0,530.8, 삼포리.삼계(영천방면),570301.0,534.5, 당나무앞(오룡방면),570290.0,775.6,N_PathError,,
마마4681, 누에체험학습관앞,570297.0,81.4, 누에체험학습관건너,570293.0,141.0, 오룡1리.미룡(오룡방면),570292.0,400.7,N_PathError,,
마마4482, 삼포리.삼계(오룡방면),570289.0,971.1, 삼포리.삼계(영천방면),570301.0,973.0, 당나무앞(오룡방면),570290.0,1048.9,N_PathError,,
마마4582, 당나무앞(영천방면),571681.0,211.7, 당나무앞(오룡방면),570290.0,226.1, 삼포리.수흥(영천방면),570299.0,335.3,N_PathError,,
마마4682, 오룡1리.미룡(영천방면),570298.0,635.3, 오룡1리.미룡(오룡방면),570292.0,651.5, 삼포리.수흥(영천방면),570299.0,720.6,N_PathError,,
마마4683, 삼포리.수흥(영천방면),570299.0,1353.6, 삼포리.수흥(오룡방면),570291.0,1353.6, 당나무앞(영천방면),571681.0,1548.7,N_PathError,,
마마4484, 수성1리.하구만(수성방면),570333.0,1037.1, 수성1리.상구만(수성방면),570334.0,1045.7, 수성1리.상구만(임고방면),570344.0,1049.6,N_PathError,,
마마4784, 수성2리(원기),570339.0,955.4, 수성2리.베이터(수성방면),570338.0,1181.4, 수성2리.베이터(임고방면),570340.0,1196.7,N_PathError,,
마마1476, 은해사(종점),571165.0,2791.1, 애련동회관건너,571155.0,2876.7, 애련1종점,571153.0,2923.4,N_PathError,,
마마1676, 은해사(종점),571165.0,1056.3, 치일리(은해사방면),571164.0,1269.4, 치일리(청통방면),571166.0,1269.4,N_PathError,,
마마1677, 은해사(종점),571165.0,718.1, 치일리(은해사방면),571164.0,968.4, 치일리(청통방면),571166.0,968.4,N_PathError,,
마마1277, 안신원(거조암방면),571080.0,3467.8, 안신원(영천방면),571082.0,3483.0, 신원리.거조암,571081.0,3491.6,N_PathError,,
마마1678, 애련1종점,571153.0,606.5, 애련동회관건너,571155.0,632.3, 은해사(종점),571165.0,830.1,N_PathError,,
마마1478, 애련동회관건너,571155.0,2047.6, 애련1종점,571153.0,2131.5, 안신원(영천방면),571082.0,2378.3,N_PathError,,
마마1579, 애련동회관건너,571155.0,1017.8, 애련1종점,571153.0,1116.1, 신원과수원(영천방면),571084.0,1235.1,N_PathError,,
마마1679, 애련동회관건너,571155.0,373.4, 애련1종점,571153.0,397.5, 애련2(애련방향),571152.0,422.0,N_PathError,,
마마1580, 신원과수원(영천방면),571084.0,378.9, 신원삼거리(영천방면),571083.0,518.1, 신원삼거리(신녕방면),571099.0,530.3,N_PathError,,
마마1680, 문산지,571085.0,300.2, 신원리(영천방면),571086.0,350.9, 신원리(거조암방면),571096.0,363.0,N_PathError,,
마마1480, 안신원(영천방면),571082.0,379.8, 안신원(거조암방면),571080.0,390.5, 신원리.거조암,571081.0,627.4,N_PathError,,
마마1581, 이티존(신녕방향),571689.0,245.9, 이티존(거조암방향),571078.0,267.6, 신원과수원(거조암방면),571098.0,476.7,N_PathError,,
마마1379, 안신원(거조암방면),571080.0,1664.8, 안신원(영천방면),571082.0,1681.8, 신원리.거조암,571081.0,1688.5,N_PathError,,
마마1380, 신원리.거조암,571081.0,874.6, 안신원(거조암방면),571080.0,1002.3, 안신원(영천방면),571082.0,1035.5,N_PathError,,
마마0983, 치산리,571063.0,833.6, 치산2리.뽕나무식당(신녕방면),571064.0,1293.8, 치산2리.귀천서원건너,571061.0,1474.6,N_PathError,,
마마2179, 계지1리(계포방면),571111.0,1368.8, 보성리(봉수입구건너),571189.0,1375.0, 보성리(봉수입구),571143.0,1387.0,N_PathError,,
마마1979, 계지1리(계지방면),571110.0,427.5, 계지리,571583.0,717.9, 계포리.대재(신녕방면),571112.0,792.2,N_PathError,,
마마1980, 계지1리(계지방면),571110.0,658.3, 계지2리.널문(신녕방면),571115.0,858.7, 계지2리.널문(영천방면),571104.0,858.7,N_PathError,,
마마2080, 계지1리(계포방면),571111.0,599.5, 계지2리.널문(영천방면),571104.0,653.2, 계지2리.널문(신녕방면),571115.0,653.2,N_PathError,,
마마2180, 유성,571124.0,484.9, 화산중학교,571701.0,608.4, 화산중학교,570992.0,608.4,N_PathError,,
마마1981, 화산면덕암리(화산방면),570995.0,292.7, 화산면덕암리(영천방면),571121.0,298.6, 용천리(영천방면),571120.0,444.5,N_PathError,,
마마2181, 굴견마을,571729.0,105.9, 굴견마을,571699.0,112.3, 연계쉼터,571730.0,156.0,N_PathError,,
마마2081, 용평(영천방면),571123.0,319.6, 원기(신녕방면),570994.0,319.6, 원기(영천방면),571122.0,341.8,N_PathError,,
마마1982, 화덕초등학교건너,570913.0,510.3, 화덕초등학교,570915.0,600.1, 덕암2리(당지방면),570916.0,743.8,N_PathError,,
마마2182, 연계리마을회관,571697.0,544.0, 연계쉼터,571698.0,810.8, 연계쉼터,571730.0,860.2,N_PathError,,
마마1780, 계지2리마을회관(거조암방향),571094.0,197.8, 계지2리마을회관(영천방향),571088.0,247.6, 계지리.널문길(거조암방향),571095.0,439.6,N_PathError,,
마마1880, 계지2리.무연골(신녕방면),571114.0,644.8, 계지2리(거조사),571105.0,665.2, 계지교(신녕방면),571091.0,744.7,N_PathError,,
마마1881, 대안2리(영천방면),571119.0,199.9, 용천리(신녕방면),570996.0,389.8, 대안2리(신녕방면),570997.0,415.4,N_PathError,,
마마1781, 양계장입구,571688.0,654.9, 농업창조(양계장건너),571117.0,654.9, 신녕면신덕리(신녕방면),571116.0,686.9,N_PathError,,
마마1882, 신덕2리(주유소앞),570998.0,627.4, 대안2리(신녕방면),570997.0,644.7, 신덕2리(영천방면),571118.0,741.8,N_PathError,,
마마1782, 신녕면신덕리(청통방면),571103.0,243.5, 신덕2리(영천방면),571118.0,432.8, 농업창조(양계장건너),571117.0,448.1,N_PathError,,
마마1783, 연정2리(연정방면),571007.0,797.9, 연정2리(신녕방면),571012.0,802.2, 연정교,571011.0,1073.3,N_PathError,,
마마1784, 연정2리(신녕방면),571012.0,474.9, 연정2리(연정방면),571007.0,503.0, 연정교,571011.0,853.4,N_PathError,,
마마1884, 연정입구(연정방면),571008.0,139.8, 연정1리마을회관,571009.0,201.6, 연정입구(신녕방면),571010.0,271.1,N_PathError,,
마마2281, 유성1리입구(정자),571694.0,72.9, 유성1리입구(정자),571733.0,72.9, 화산공단뒤길 삼거리,571734.0,128.7,N_PathError,,
마마2481, 이배이(당지방면),571593.0,709.2, 이배이(영천방면),571592.0,709.2, 납세미(영천방면),570938.0,797.8,N_PathError,,
마마2282, 유성1리입구(정자),571733.0,1036.7, 유성1리입구(정자),571694.0,1036.7, 유성리,571732.0,1054.6,N_PathError,,
마마2382, 가상리(영천방면),570929.0,1187.8, 가상리(당지방면),570961.0,1192.4, 귀호삼거리(당지방면),570928.0,1221.3,N_PathError,,
마마2482, 가상리창고건너,570930.0,502.3, 가상리창고,570960.0,527.8, 가래실,570931.0,598.7,N_PathError,,
마마2383, 화산2리(당지방면),570899.0,611.6, 귀호삼거리(당지방면),570928.0,689.1, 귀호삼거리(귀호방면),570962.0,738.0,N_PathError,,
마마2283, 화산1리.곽산마을(당지방면),571687.0,833.4, 화산2리(당지방면),570899.0,900.2, 화산1리.화촌(화촌방면),570901.0,951.4,N_PathError,,
마마2483, 가상리(당지방면),570961.0,237.7, 가상리(영천방면),570929.0,238.0, 귀호삼거리(귀호방면),570962.0,263.4,N_PathError,,
마마2384, 화산1리.곽산마을(영천방면),570926.0,291.8, 화산1리.화촌(영천방면),570906.0,291.8, 화산2리(영천방면),570927.0,301.6,N_PathError,,
마마2484, 귀호2리(마을회관),570963.0,363.5, 귀호2리.마을회관건너,570897.0,372.5, 귀호2리(귀호방면),571639.0,529.2,N_PathError,,
마마2082, 화덕초등학교,570915.0,446.6, 화덕초등학교건너,570913.0,491.5, 덕암2리(당지방면),570916.0,580.3,N_PathError,,
마마1983, 효정2리(영천방면),570911.0,410.4, 효정2리(당지방면),570917.0,449.9, 덕암2리(영천방면),570912.0,816.1,N_PathError,,
마마2183, 화산1리.화촌입구(화촌방면),570925.0,1130.5, 화산1리.곽산마을(당지방면),571687.0,1151.2, 화산1리.화촌(화촌방면),570901.0,1162.2,N_PathError,,
마마2083, 효정2리(당지방면),570917.0,553.0, 효정2리(영천방면),570911.0,598.5, 덕암2리(영천방면),570912.0,677.8,N_PathError,,
마마1984, 효정1리(당지방면),570918.0,737.0, 효정1리(영천방면),570910.0,796.9, 효정1리.샘골(영천방면),570909.0,815.2,N_PathError,,
마마2184, 화촌저수지,571596.0,208.3, 아가페선교타운건너,570924.0,252.9, 아가페선교타운,570907.0,519.1,N_PathError,,
마마2084, 효정1리(영천방면),570910.0,447.6, 효정1리.샘골(당지방면),570919.0,461.8, 효정1리.샘골(영천방면),570909.0,461.8,N_PathError,,
마마2085, 당지1리마을회관건너,570923.0,162.1, 당지1리마을회관,570921.0,162.1, 당지1리(당지방면),570920.0,475.0,N_PathError,,
마마2185, 화촌.마을회관,570903.0,578.9, 아가페선교타운,570907.0,728.8, 아가페선교타운건너,570924.0,803.6,N_PathError,,
마마2284, 화산1리.곽산마을(당지방면),571687.0,263.0, 화산1리.화촌입구(당지방면),570905.0,273.2, 화산1리.화촌(화촌방면),570901.0,291.4,N_PathError,,
마마2385, 평갓뭇(영천방면),571635.0,289.3, 귀호1리(귀호방면),571636.0,404.5, 귀호1리(영천방면),571637.0,435.7,N_PathError,,
마마2485, 화남면사무소,570894.0,595.6, 화남면사무소건너,570965.0,631.9, 우목골(귀호방면),571632.0,651.4,N_PathError,,
마마2285, 화촌.마을회관,570903.0,458.8, 화촌입구(영천방면),570904.0,693.1, 화촌입구(화촌방면),570902.0,707.6,N_PathError,,
마마2486, 한천입구건너,570890.0,905.7, 한천입구,570855.0,906.2, 귀호1리(귀호방면),571636.0,1050.7,N_PathError,,
마마2286, 귀호1리마을회관,570895.0,1047.6, 귀호1리(영천방면),571637.0,1207.6, 화촌.마을회관,570903.0,1218.9,N_PathError,,
마마2386, 귀호1리마을회관,570895.0,474.3, 귀호1리(영천방면),571637.0,572.9, 귀호1리(귀호방면),571636.0,646.6,N_PathError,,
마마2387, 귀호1리마을회관,570895.0,1471.4, 안천3리.온천(화남방면),570881.0,1510.1, 안천3리.온천(온천방면),570862.0,1510.1,N_PathError,,
마마1885, 연정입구(신녕방면),571010.0,747.6, 연정1리마을회관,571009.0,835.1, 연정입구(연정방면),571008.0,1095.3,N_PathError,,
마마1786, 연정입구(신녕방면),571010.0,1968.1, 연정1리마을회관,571009.0,2035.3, 화남2리(신녕방면),571043.0,2048.9,N_PathError,,
